Phyla,Species,antimicrobial-resistance,Biofilm-formation,Human-pathogenicity,Thermophile,Radiation-resistance,Spore-formation
Ascomycota,Talaromyces amestolkiae,1,1,1,2,1,1
Ascomycota,Talaromyces atroroseus,1,1,1,2,1,1
Ascomycota,Talaromyces cellulolyticus,1,1,1,2,1,1
Ascomycota,Talaromyces islandicus,1,1,1,2,1,1
Ascomycota,Talaromyces pinophilus,1,1,1,2,1,1
Ascomycota,Talaromyces proteolyticus,1,1,1,2,1,1
Ascomycota,Talaromyces rugulosus,1,1,1,2,1,1
Ascomycota,Talaromyces verruculosus,1,1,1,2,1,1
Ascomycota,Taphrina deformans,1,1,1,0,1,1
Ascomycota,Taxawa tesnikishii,1,1,2,2,1,1
Ascomycota,Teratosphaeria destructans,1,1,1,2,1,1
Ascomycota,Teratosphaeria nubilosa,1,1,1,2,1,1
Ascomycota,Teratosphaeriaceae sp.,1,1,1,2,2,1
Basidiomycota,Termitomyces sp.,1,1,1,1,1,1
Basidiomycota,Testicularia cyperi,1,1,1,1,0,1
Basidiomycota,Tetrapyrgos nigripes,1,2,1,1,1,1
Mucoromycota,Thamnidium elegans,1,1,1,1,1,1
Zoopagomycota,Thamnocephalis sphaerospora,1,1,1,1,0,1
Basidiomycota,Thanatephorus cucumeris,1,1,1,1,1,1
Basidiomycota,Thelephora ganbajun,1,1,1,1,1,1
Basidiomycota,Thelephora terrestris,1,1,1,1,1,1
Ascomycota,Thelocarpon superellum,1,1,1,2,1,1
Ascomycota,Thelonectria olida,1,1,1,2,0,1
Ascomycota,Thielavia terrestris,1,1,1,2,0,1
Ascomycota,Thielaviopsis punctulata,1,1,1,2,1,1
Ascomycota,Thyridium curvatum,1,1,1,2,1,1
Mucoromycota,Tieghemiomyces parasiticus,1,1,1,1,1,1
Basidiomycota,Tilletia caries,1,1,1,1,1,1
Basidiomycota,Tilletia controversa,1,1,1,1,1,1
Basidiomycota,Tilletia horrida,1,1,1,1,1,1
Basidiomycota,Tilletia indica,1,2,1,1,1,1
Basidiomycota,Tilletia laevis,1,1,1,1,1,1
Basidiomycota,Tilletia walkeri,1,2,1,1,1,1
Basidiomycota,Tilletiaria anomala,1,1,1,1,1,1
Ascomycota,Tolypocladium capitatum,1,1,1,2,1,1
Ascomycota,Tolypocladium ophioglossoides,1,1,1,2,1,1
Ascomycota,Tolypocladium paradoxum,1,1,1,2,1,1
Ascomycota,Torrubiella hemipterigena,1,1,1,2,1,1
Ascomycota,Torulaspora globosa,1,2,1,1,2,1
Ascomycota,Tothia fuscella,1,1,1,2,1,1
Microsporidia,Trachipleistophora hominis,0,1,0,1,1,1
Basidiomycota,Trametes coccinea,1,1,1,1,1,1
Basidiomycota,Trametes cubensis,1,1,1,1,1,1
Basidiomycota,Trametes pubescens,1,1,1,1,1,1
Basidiomycota,Trametes sanguinea,1,1,1,1,1,1
Basidiomycota,Trametes versicolor,1,0,0,1,0,0
Ascomycota,Trematosphaeria pertusa,1,1,1,2,0,1
Ascomycota,Triangularia setosa,1,1,1,2,1,1
Ascomycota,Triangularia verruculosa,1,1,1,2,1,1
Ascomycota,Trichocladium antarcticum,1,1,1,2,0,1
Ascomycota,Trichodelitschia bisporula,1,1,1,2,0,1
Ascomycota,Trichoderma aggressivum,1,1,1,2,1,1
Ascomycota,Trichoderma arundinaceum,1,1,1,2,1,1
Ascomycota,Trichoderma breve,1,1,1,2,1,1
Ascomycota,Trichoderma citrinoviride,1,1,1,2,0,1
Ascomycota,Trichoderma cornu-damae,1,1,1,2,1,1
Ascomycota,Trichoderma gamsii,1,1,1,2,1,1
Ascomycota,Trichoderma guizhouense,1,1,1,2,1,1
Ascomycota,Trichoderma lentiforme,1,1,1,2,1,1
Ascomycota,Trichoderma parareesei,1,1,1,2,1,1
Ascomycota,Trichoderma reesei,1,1,1,2,1,1
Ascomycota,Trichoderma semiorbis,1,1,1,2,1,1
Ascomycota,Trichoderma simmonsii,1,1,1,2,1,1
Ascomycota,Trichoderma sp.,1,1,1,2,1,1
Ascomycota,Trichoderma virens,1,1,1,2,1,1
Ascomycota,Trichoglossum hirsutum,1,1,1,2,1,1
Basidiomycota,Tricholomella constricta,1,1,1,1,1,1
Ascomycota,Trichomonascus ciferrii,1,1,1,1,1,1
Ascomycota,Trichophyton interdigitale,1,1,1,2,1,1
Ascomycota,Trichophyton mentagrophytes,1,1,1,2,2,1
Ascomycota,Trichophyton verrucosum,1,1,1,2,1,2
Ascomycota,Trichophyton violaceum,1,1,1,2,1,2
Ascomycota,Trichothecium roseum,1,1,1,2,0,1
Ascomycota,Truncatella angustata,1,1,1,2,1,1
Ascomycota,Tuber aestivum,1,1,1,2,1,1
Ascomycota,Tuber borchii,1,2,1,2,1,1
Ascomycota,Tuber magnatum,1,2,2,2,0,1
Ascomycota,Tuber melanosporum,1,1,1,1,1,1
Microsporidia,Tubulinosema ratisbonensis,0,1,1,1,1,1
Basidiomycota,Tulasnella calospora,1,1,1,1,1,1
Basidiomycota,Tulasnella sp.,1,1,1,1,1,1
Basidiomycota,Tulosesus angulatus,1,1,1,1,1,1
Mucoromycota,Umbelopsis ramanniana,1,1,1,1,0,1
Mucoromycota,Umbelopsis vinacea,1,1,1,1,1,1
Ascomycota,Uncinocarpus reesii,1,1,1,2,1,1
Ascomycota,Uncinula necator,1,1,1,2,1,1
Ascomycota,Ustilaginoidea virens,1,2,1,2,1,1
Basidiomycota,Ustilago bromivora,1,1,1,1,1,1
Basidiomycota,Ustilago hordei,1,1,1,1,1,1
Basidiomycota,Ustilago sp.,1,1,1,1,1,1
Basidiomycota,Ustilago trichophora,1,1,1,1,1,1
Microsporidia,Vairimorpha apis,0,1,0,1,1,1
Microsporidia,Vairimorpha ceranae,0,1,0,1,1,1
Microsporidia,Vairimorpha necatrix,0,1,0,1,1,1
Ascomycota,Valsa mali,1,1,1,2,1,1
Basidiomycota,Vanrija humicola,1,1,1,1,0,1
Basidiomycota,Vanrija pseudolonga,1,1,1,1,1,1
Basidiomycota,Vararia minispora,1,1,1,1,0,1
Microsporidia,Vavraia culicis,1,1,0,1,1,1
Ascomycota,Venturia effusa,1,1,1,2,1,1
Ascomycota,Venturia inaequalis,1,1,1,2,1,1
Ascomycota,Venturia nashicola,1,1,1,2,1,1
Ascomycota,Venustampulla echinocandica,1,2,1,2,1,1
Ascomycota,Vermiconidia calcicola,1,1,1,2,1,1
Ascomycota,Verruconis gallopava,1,1,1,2,1,1
Ascomycota,Verticillium alfalfae,1,1,1,1,1,1
Ascomycota,Verticillium dahliae,1,1,1,2,1,1
Ascomycota,Verticillium longisporum,1,1,1,2,2,1
Ascomycota,Verticillium nonalfalfae,1,1,1,2,1,1
Basidiomycota,Violaceomyces palustris,1,1,1,1,0,1
Ascomycota,Viridothelium virens,1,1,1,2,0,1
Basidiomycota,Wallemia hederae,1,1,1,1,1,1
Basidiomycota,Wallemia ichthyophaga,1,1,1,1,1,1
Ascomycota,Westerdykella ornata,1,1,1,2,0,1
Ascomycota,Wickerhamiella sorbophila,1,1,1,1,1,1
Ascomycota,Wickerhamomyces ciferrii,2,1,1,2,2,1
Ascomycota,Wickerhamomyces mucosus,1,2,1,1,2,1
Ascomycota,Wickerhamomyces pijperi,1,1,1,1,2,1
Basidiomycota,Wolfiporia cocos,1,1,1,1,0,1
Basidiomycota,Xanthophyllomyces dendrorhous,1,1,1,1,1,1
Ascomycota,Xylaria arbuscula,1,1,1,2,1,1
Ascomycota,Xylaria bambusicola,1,1,1,2,1,1
Ascomycota,Xylaria curta,1,1,2,2,1,1
Ascomycota,Xylaria flabelliformis,1,1,1,2,1,1
Ascomycota,Xylaria grammica,1,2,1,2,1,1
Ascomycota,Xylaria hypoxylon,1,1,1,2,1,1
Ascomycota,Xylaria multiplex,1,1,1,2,1,1
Ascomycota,Xylariales sp.,1,2,1,2,1,1
Ascomycota,Xylona heveae,1,1,1,2,0,1
Ascomycota,Yarrowia lipolytica,1,1,1,1,1,1
Ascomycota,Yarrowia sp.,1,1,1,1,1,1
Ascomycota,Zalaria obscura,1,1,1,2,1,1
Ascomycota,Zalerion maritima,1,1,1,2,1,1
Mucoromycota,Zancudomyces culisetae,1,1,1,1,1,1
Ascomycota,Zygosaccharomyces bailii,1,2,1,1,2,1
Ascomycota,Zygosaccharomyces mellis,1,1,1,1,2,1
Ascomycota,Zygosaccharomyces parabailii,1,2,1,2,2,1
Ascomycota,Zygotorulaspora mrakii,1,2,1,1,2,1
Ascomycota,Zymoseptoria brevis,1,1,1,2,1,1
Ascomycota,Zymoseptoria tritici,1,1,1,2,1,1
